trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.005, 'e': 0.15961350176811803}",25,14,22.738594958827726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.005, 'e': 0.15881742610692068}",25,15,21.55832519591192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.005, 'e': 0.1580253208896478}",30,10,32.21196351649163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.005, 'e': 0.1572371663136276}",20,11,-30.357355715831876,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.005, 'e': 0.15645294267495474}",20,12,16.92720187335742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.005, 'e': 0.1556726303679973}",20,6,22.115150556980637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.005, 'e': 0.15489620988490704}",20,14,12.343978712187386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.005, 'e': 0.1541236618151314}",35,26,17.420148267819805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.005, 'e': 0.15335496684492847}",25,10,-5.088256408407735,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
377,False,"{'a': 0.005, 'e': 0.15259010575688386}",25,15,18.042009992775732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.005, 'e': 0.1518290594294306}",25,15,16.256184226518755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.005, 'e': 0.15107180883637084}",20,6,21.273698027185464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.005, 'e': 0.15031833504640033}",30,10,11.12769495127033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.005, 'e': 0.14956861922263504}",20,0,-4.3230401469378235,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
382,False,"{'a': 0.005, 'e': 0.14882264262214037}",20,4,-58.73667110053444,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 1}",1
383,False,"{'a': 0.005, 'e': 0.14808038659546244}",20,14,0.6644792576614762,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.005, 'e': 0.14734183258616193}",25,10,-44.95727123848607,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
385,False,"{'a': 0.005, 'e': 0.14660696213035015}",20,9,17.732598555189988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.005, 'e': 0.14587575685622736}",30,19,20.704992838967932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.005, 'e': 0.14514819848362373}",20,10,-15.039978150622751,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
388,False,"{'a': 0.005, 'e': 0.14442426882354198}",25,9,19.82871358666499,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.005, 'e': 0.14370394977770293}",25,7,29.804585452852344,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.005, 'e': 0.14298722333809288}",20,15,9.65577494463165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.005, 'e': 0.1422740715865136}",25,17,16.38778601554909,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.005, 'e': 0.14156447669413402}",20,12,13.702851871631012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.005, 'e': 0.140858420921045}",25,9,29.69000252164242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.005, 'e': 0.14015588661581535}",20,12,17.483067947917867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.005, 'e': 0.13945685621505094}",20,9,21.622911989372213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.005, 'e': 0.13876131224295524}",20,11,-35.32725122256145,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
397,False,"{'a': 0.005, 'e': 0.13806923731089282}",20,6,10.610830079860678,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.005, 'e': 0.13738061411695424}",20,10,-2.4114972233317022,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
399,False,"{'a': 0.005, 'e': 0.13669542544552385}",20,12,15.79007988417315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.005, 'e': 0.13601365416684916}",20,10,17.11015957796879,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.005, 'e': 0.1353352832366127}",35,19,10.170284904948522,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.005, 'e': 0.13466029569550586}",25,17,12.589020679193212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.005, 'e': 0.13398867466880493}",20,15,4.175145537048983,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.005, 'e': 0.13332040336594936}",30,20,16.45050196479938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.005, 'e': 0.13265546508012172}",25,17,17.58650140468658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.005, 'e': 0.13199384318783022}",25,20,11.894409066226942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.005, 'e': 0.13133552114849303}",20,16,8.045146531137668,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.005, 'e': 0.13068048250402503}",25,12,20.67316225878944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.005, 'e': 0.1300287108784259}",20,13,10.649171552837618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.005, 'e': 0.12938018997737108}",25,16,14.369391258562024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.005, 'e': 0.12873490358780423}",25,17,8.477079166270101,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.005, 'e': 0.12809283557753198}",30,8,37.27294995570782,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.005, 'e': 0.12745396989482075}",20,3,29.17463662678309,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.005, 'e': 0.1268182905679951}",20,9,16.572082516300398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.005, 'e': 0.12618578170503877}",25,16,18.134584775508017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.005, 'e': 0.1255564274931972}",20,6,-15.580070934179776,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.005, 'e': 0.12493021219858241}",20,13,6.4450236684457,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.005, 'e': 0.12430712016577938}",20,16,8.798967056179613,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.005, 'e': 0.12368713581745483}",35,28,14.798678031356065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.005, 'e': 0.12307024365396771}",30,12,16.231767119594462,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.005, 'e': 0.1224564282529819}",20,10,-34.441688946441474,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.005, 'e': 0.12184567426908036}",30,20,18.48786726802084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.005, 'e': 0.12123796643338168}",20,11,-27.45129692931141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.005, 'e': 0.12063328955315826}",20,13,15.212893053223988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.005, 'e': 0.12003162851145673}",25,11,15.829761540410306,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.005, 'e': 0.11943296826671962}",20,9,18.9894304188207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.005, 'e': 0.11883729385240965}",25,0,38.449666694851274,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.005, 'e': 0.1182445903766354}",20,11,-11.94385530484845,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
429,False,"{'a': 0.005, 'e': 0.11765484302177918}",30,14,30.201956908583014,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.005, 'e': 0.11706803704412637}",20,15,9.953544800575603,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.005, 'e': 0.11648415777349697}",20,7,-8.86955912185285,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.005, 'e': 0.11590319061287874}",20,4,9.478008656374254,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.005, 'e': 0.11532512103806251}",30,13,32.37820420569866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.005, 'e': 0.11474993459727875}",35,24,20.397051526264335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.005, 'e': 0.1141776169108365}",20,13,15.44980587134183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.005, 'e': 0.11360815367076371}",20,14,9.093169882970894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.005, 'e': 0.11304153064044985}",25,1,-12.944991242847282,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.005, 'e': 0.11247773365428958}",25,14,19.236543059189316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.005, 'e': 0.11191674861732888}",30,20,17.21946810566025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.005, 'e': 0.11135856150491262}",25,15,-22.641248925853347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.005, 'e': 0.11080315836233387}",20,12,6.120232965017631,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.005, 'e': 0.11025052530448522}",25,6,21.455574465705308,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.005, 'e': 0.10970064851551141}",20,12,15.214255445942854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.005, 'e': 0.10915351424846406}",25,15,10.06131103136012,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.005, 'e': 0.10860910882495796}",35,21,16.25192704438151,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.005, 'e': 0.10806741863482926}",20,12,12.352144966160388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.005, 'e': 0.10752843013579495}",25,9,27.415576984698177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.005, 'e': 0.10699212985311449}",30,16,29.180301751114108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.005, 'e': 0.1064585043792528}",30,20,20.112113975172853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.005, 'e': 0.10592754037354536}",20,3,20.523065653519318,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.005, 'e': 0.10539922456186433}",20,10,20.92391586394159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.005, 'e': 0.1048735437362869}",20,12,16.68288764325871,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.005, 'e': 0.104350484754765}",25,18,11.112885504127155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.005, 'e': 0.10383003454079692}",20,14,3.3210594773112523,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.005, 'e': 0.1033121800831002}",20,13,12.761103722775193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.005, 'e': 0.1027969084352864}",25,16,5.5071908713834175,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.005, 'e': 0.10228420671553744}",25,11,26.900882748839873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.005, 'e': 0.10177406210628372}",20,12,-38.51642397542572,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
459,False,"{'a': 0.005, 'e': 0.1012664618538834}",30,3,35.618309412246994,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.005, 'e': 0.10076139326830373}",25,17,10.830403200290412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.005, 'e': 0.1002588437228037}",25,11,29.363700209080672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.005, 'e': 0.09975880065361863}",20,11,16.948795026007744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.005, 'e': 0.09926125155964566}",35,13,35.72668692053908,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.005, 'e': 0.09876618400213154}",20,12,15.303840734942522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.005, 'e': 0.09827358560436154}",25,16,14.428828418696494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.005, 'e': 0.09778344405135005}",25,14,24.493530171039755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.005, 'e': 0.09729574708953276}",20,16,9.363532086645543,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.005, 'e': 0.09681048252646021}",30,21,10.14161696920879,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.005, 'e': 0.09632763823049303}",20,11,19.103083154302,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.005, 'e': 0.09584720213049865}",30,19,17.748890165864875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.005, 'e': 0.09536916221554961}",20,10,20.277094012788755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.005, 'e': 0.09489350653462311}",35,22,25.10677261359086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.005, 'e': 0.09442022319630235}",20,12,15.015868526745436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.005, 'e': 0.09394930036847918}",25,13,8.482434578028736,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.005, 'e': 0.09348072627805847}",35,18,17.334460804433547,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.005, 'e': 0.09301448921066349}",20,6,-1.208498233216543,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.005, 'e': 0.09255057751034329}",30,17,21.863975960180213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.005, 'e': 0.09208897957928115}",25,18,16.316928931962984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.005, 'e': 0.09162968387750484}",20,14,12.95733166737816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.005, 'e': 0.09117267892259785}",20,6,23.241571935507935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.005, 'e': 0.09071795328941251}",20,10,19.696791642785197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.005, 'e': 0.09026549560978427}",30,10,23.638089069649652,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.005, 'e': 0.08981529457224763}",20,10,13.07130127426403,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.005, 'e': 0.08936733892175319}",30,13,33.63279264760811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.005, 'e': 0.08892161745938634}",30,19,22.155845448653825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.005, 'e': 0.08847811904208727}",25,19,-32.82532764337896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.005, 'e': 0.08803683258237255}",25,16,8.66815011113227,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.005, 'e': 0.08759774704805763}",30,18,9.881760728840721,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.005, 'e': 0.0871608514619813}",25,11,4.9642603378626475,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.005, 'e': 0.08672613490173114}",25,18,3.1142503125843364,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.005, 'e': 0.0862935864993705}",20,10,21.778923917538574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.005, 'e': 0.08586319544116683}",25,17,14.117934604829427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.005, 'e': 0.08543495096732123}",20,11,-27.266455691579402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.005, 'e': 0.08500884237169956}",30,17,23.434508485941343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.005, 'e': 0.08458485900156469}",25,15,16.831590103272198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.005, 'e': 0.08416299025731036}",30,23,14.104431219969003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.005, 'e': 0.08374322559219596}",20,9,12.179329826368626,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.005, 'e': 0.083325554512083}",20,16,7.436411008114579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.005, 'e': 0.08290996657517266}",35,20,12.654446311474134,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.005, 'e': 0.08249645139174498}",20,12,14.42703983452483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.005, 'e': 0.0820849986238988}",25,9,32.54943408386715,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.005, 'e': 0.08167559798529346}",30,15,-15.851297286351272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.005, 'e': 0.08126823924089167}",20,14,10.40644211490636,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.005, 'e': 0.08086291220670366}",20,12,14.917502924573704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.005, 'e': 0.08045960674953244}",20,13,0.15437750802338224,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.005, 'e': 0.08005831278672054}",20,9,20.83430925123082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.005, 'e': 0.07965902028589801}",30,12,26.315172299586195,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.005, 'e': 0.07926171926473155}",25,13,21.60056736810936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.005, 'e': 0.07886639979067495}",25,18,9.726781391722103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.005, 'e': 0.07847305198072073}",25,13,3.236502293287595,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
511,False,"{'a': 0.005, 'e': 0.07808166600115313}",25,14,19.859594598944547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.005, 'e': 0.07769223206730236}",25,20,10.157288612929968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.005, 'e': 0.07730474044329974}",25,18,13.85675652756619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.005, 'e': 0.0769191814418345}",30,13,30.333735695006226,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.005, 'e': 0.07653554542391151}",20,16,9.118820627654049,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.005, 'e': 0.07615382279861033}",35,15,-2.499715615634002,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.005, 'e': 0.07577400402284548}",30,20,19.068302019244392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.005, 'e': 0.07539607960112776}",20,10,14.540849324385201,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.005, 'e': 0.07502004008532698}",25,7,25.828754801672236,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.005, 'e': 0.07464587607443557}",25,1,-4.712135222136816,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.005, 'e': 0.07427357821433388}",25,8,-11.321577595376203,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.005, 'e': 0.07390313719755595}",20,14,8.745742392859917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.005, 'e': 0.0735345437630571}",30,16,26.980058130204696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.005, 'e': 0.07316778869598221}",25,18,13.347944222312858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.005, 'e': 0.07280286282743559}",25,9,9.03332962994274,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.005, 'e': 0.07243975703425146}",20,8,9.91661185580743,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.005, 'e': 0.0720784622387661}",20,12,15.546138285394878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.005, 'e': 0.07171896940859077}",20,10,19.999610115931763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.005, 'e': 0.07136126955638605}",20,9,20.967687243399318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.005, 'e': 0.07100535373963698}",20,12,18.871724688580457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.005, 'e': 0.0706512130604296}",25,20,9.964288163217656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.005, 'e': 0.07029883866522844}",20,10,15.117944140610739,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.005, 'e': 0.06994822174465536}",20,1,21.410126446444558,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.005, 'e': 0.06959935353326901}",25,14,15.087534185532839,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.005, 'e': 0.069252225309346}",20,12,14.231640335085757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.005, 'e': 0.06890682839466256}",20,4,26.921498642368906,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.005, 'e': 0.06856315415427791}",20,4,27.237054399949788,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.005, 'e': 0.06822119399631812}",25,19,10.800276444138674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.005, 'e': 0.06788093937176144}",30,8,38.25670154372333,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.005, 'e': 0.06754238177422452}",20,16,9.183070726740134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.005, 'e': 0.06720551273974976}",20,12,16.349536320077643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.005, 'e': 0.0668703238465938}",20,4,27.986031192089143,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.005, 'e': 0.06653680671501686}",20,10,20.063251098816437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.005, 'e': 0.06620495300707324}",20,2,22.919617547231326,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.005, 'e': 0.06587475442640295}",25,7,21.2466129348183,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.005, 'e': 0.06554620271802433}",30,17,-18.69027296741132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
547,False,"{'a': 0.005, 'e': 0.06521928966812753}",20,11,8.752862606029549,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.005, 'e': 0.06489400710386926}",20,9,18.48686765557568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.005, 'e': 0.06457034689316847}",25,7,36.06710013263831,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.005, 'e': 0.06424830094450308}",30,17,25.95195289639823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.005, 'e': 0.06392786120670757}",25,14,22.340261517462714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.005, 'e': 0.0636090196687718}",25,13,22.741734834486834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
